"id_drugProduct"	"id_drug"
"DRPR-000637"	"DRUG-010381"
"DRPR-000638"	"DRUG-009301"
"DRPR-000639"	"DRUG-009301"
"DRPR-000640"	"DRUG-009301"
"DRPR-000641"	"DRUG-010368"
"DRPR-000642"	"DRUG-009303"
"DRPR-000643"	"DRUG-011968"
"DRPR-000644"	"DRUG-009864"
"DRPR-000645"	"DRUG-000072"
"DRPR-000646"	"DRUG-009304"
"DRPR-000647"	"DRUG-009304"
"DRPR-000648"	"DRUG-012995"
"DRPR-000649"	"DRUG-012995"
"DRPR-000650"	"DRUG-012995"
"DRPR-000651"	"DRUG-010577"
"DRPR-000652"	"DRUG-010577"
"DRPR-000653"	"DRUG-010373"
"DRPR-000654"	"DRUG-010373"
"DRPR-000655"	"DRUG-010373"
"DRPR-000656"	"DRUG-009999"
"DRPR-000657"	"DRUG-009366"
"DRPR-000657"	"DRUG-009999"
"DRPR-000658"	"DRUG-001247"
"DRPR-000659"	"DRUG-000052"
"DRPR-000660"	"DRUG-009524"
"DRPR-000661"	"DRUG-010010"
"DRPR-000662"	"DRUG-009936"
"DRPR-000663"	"DRUG-009281"
"DRPR-000664"	"DRUG-009308"
"DRPR-000665"	"DRUG-010006"
"DRPR-000666"	"DRUG-010377"
"DRPR-000667"	"DRUG-010377"
"DRPR-000673"	"DRUG-000313"
"DRPR-000674"	"DRUG-009868"
"DRPR-000675"	
"DRPR-000676"	"DRUG-011952"
"DRPR-000677"	
"DRPR-000678"	
"DRPR-000679"	
"DRPR-000680"	"DRUG-010379"
"DRPR-000681"	"DRUG-002519"
"DRPR-000682"	"DRUG-009954"
"DRPR-000683"	"DRUG-009806"
"DRPR-000684"	"DRUG-010571"
"DRPR-000685"	"DRUG-010571"
"DRPR-000685"	"DRUG-009985"
"DRPR-000686"	
"DRPR-000687"	"DRUG-002741"
"DRPR-000687"	"DRUG-000097"
"DRPR-000688"	"DRUG-009264"
"DRPR-000689"	"DRUG-010966"
"DRPR-000690"	
"DRPR-000691"	"DRUG-000315"
"DRPR-000692"	"DRUG-000315"
"DRPR-000693"	"DRUG-000315"
"DRPR-000694"	"DRUG-000315"
"DRPR-000695"	"DRUG-009806"
"DRPR-000696"	"DRUG-009806"
"DRPR-000697"	"DRUG-009806"
"DRPR-000698"	"DRUG-009806"
"DRPR-000699"	"DRUG-010381"
"DRPR-000700"	
"DRPR-000701"	
"DRPR-000702"	"DRUG-011987"
"DRPR-000703"	"DRUG-010984"
"DRPR-000704"	"DRUG-009869"
"DRPR-000705"	"DRUG-009869"
"DRPR-000705"	"DRUG-010086"
"DRPR-000706"	"DRUG-009869"
"DRPR-000706"	"DRUG-010086"
"DRPR-000707"	"DRUG-010527"
"DRPR-000708"	"DRUG-009830"
"DRPR-000708"	"DRUG-009709"
"DRPR-000709"	"DRUG-015128"
"DRPR-000709"	"DRUG-011210"
"DRPR-000710"	"DRUG-012877"
"DRPR-000711"	"DRUG-009347"
"DRPR-000711"	"DRUG-012133"
"DRPR-000712"	"DRUG-009330"
"DRPR-000712"	"DRUG-010188"
"DRPR-000713"	"DRUG-011210"
"DRPR-000713"	"DRUG-011526"
"DRPR-000714"	"DRUG-010984"
"DRPR-000715"	"DRUG-009896"
"DRPR-000715"	"DRUG-009583"
"DRPR-000716"	"DRUG-009232"
"DRPR-000716"	"DRUG-014880"
"DRPR-000717"	"DRUG-009838"
"DRPR-000717"	"DRUG-010231"
"DRPR-000718"	"DRUG-004329"
"DRPR-000719"	"DRUG-009712"
"DRPR-000720"	"DRUG-010586"
"DRPR-000721"	"DRUG-015210"
"DRPR-000722"	"DRUG-000020"
"DRPR-000723"	"DRUG-009831"
"DRPR-000724"	"DRUG-010561"
"DRPR-000725"	"DRUG-010315"
"DRPR-000725"	"DRUG-009340"
"DRPR-000726"	
"DRPR-000727"	
"DRPR-000728"	"DRUG-010018"
"DRPR-000729"	"DRUG-010018"
"DRPR-000730"	"DRUG-007164"
"DRPR-000731"	"DRUG-010382"
"DRPR-000732"	"DRUG-010382"
"DRPR-000733"	"DRUG-013330"
"DRPR-000734"	"DRUG-013330"
"DRPR-000734"	"DRUG-009845"
"DRPR-000735"	"DRUG-010085"
"DRPR-000736"	"DRUG-009223"
"DRPR-000737"	"DRUG-010558"
"DRPR-000738"	"DRUG-003026"
"DRPR-000739"	"DRUG-001911"
"DRPR-000740"	"DRUG-000138"
"DRPR-000741"	"DRUG-000210"
"DRPR-000742"	"DRUG-013432"
"DRPR-000743"	"DRUG-014483"
"DRPR-000744"	"DRUG-011304"
"DRPR-000745"	
"DRPR-000746"	"DRUG-018028"
"DRPR-000747"	"DRUG-009908"
"DRPR-000748"	"DRUG-010006"
"DRPR-000749"	"DRUG-036283"
"DRPR-000750"	"DRUG-000101"
"DRPR-000751"	"DRUG-000017"
"DRPR-000752"	"DRUG-000145"
"DRPR-000753"	"DRUG-017482"
"DRPR-000754"	"DRUG-000208"
"DRPR-000755"	"DRUG-007104"
"DRPR-000756"	"DRUG-011526"
"DRPR-000757"	"DRUG-000392"
"DRPR-000758"	"DRUG-009191"
"DRPR-000759"	"DRUG-006316"
"DRPR-000760"	"DRUG-010778"
"DRPR-000761"	"DRUG-010022"
"DRPR-000762"	"DRUG-000018"
"DRPR-000763"	"DRUG-012425"
"DRPR-000764"	"DRUG-009810"
"DRPR-000765"	"DRUG-016617"
"DRPR-000766"	"DRUG-004979"
"DRPR-000767"	"DRUG-001477"
"DRPR-000768"	"DRUG-000319"
"DRPR-000769"	"DRUG-010516"
"DRPR-000770"	"DRUG-009872"
"DRPR-000771"	"DRUG-010572"
"DRPR-000771"	"DRUG-009366"
"DRPR-000772"	"DRUG-009873"
"DRPR-000773"	"DRUG-008786"
"DRPR-000774"	
"DRPR-000775"	"DRUG-014560"
"DRPR-000776"	"DRUG-000238"
"DRPR-000777"	"DRUG-003747"
"DRPR-000778"	"DRUG-003114"
"DRPR-000779"	"DRUG-010010"
"DRPR-000779"	"DRUG-009264"
"DRPR-000780"	"DRUG-000071"
"DRPR-000780"	"DRUG-009977"
"DRPR-000781"	"DRUG-010117"
"DRPR-000782"	"DRUG-000568"
"DRPR-000783"	"DRUG-003088"
"DRPR-000783"	"DRUG-009999"
"DRPR-000784"	"DRUG-017783"
"DRPR-000785"	"DRUG-000438"
"DRPR-000786"	
"DRPR-000787"	"DRUG-010572"
"DRPR-000788"	"DRUG-000503"
"DRPR-000788"	"DRUG-003626"
"DRPR-000789"	"DRUG-009810"
"DRPR-000790"	"DRUG-009810"
"DRPR-000791"	"DRUG-001304"
"DRPR-000792"	"DRUG-009303"
"DRPR-000792"	"DRUG-009830"
"DRPR-000793"	"DRUG-009303"
"DRPR-000793"	"DRUG-009830"
"DRPR-000794"	"DRUG-009811"
"DRPR-000795"	"DRUG-009811"
"DRPR-000796"	"DRUG-009811"
"DRPR-000797"	"DRUG-009811"
"DRPR-000798"	"DRUG-000097"
"DRPR-000799"	"DRUG-000097"
"DRPR-000800"	"DRUG-009068"
"DRPR-000801"	"DRUG-009989"
"DRPR-000802"	"DRUG-010281"
"DRPR-000802"	"DRUG-000097"
"DRPR-000803"	"DRUG-009689"
"DRPR-000804"	"DRUG-009765"
"DRPR-000805"	"DRUG-009765"
"DRPR-000806"	"DRUG-000291"
"DRPR-000807"	"DRUG-008786"
"DRPR-000808"	"DRUG-000468"
"DRPR-000809"	"DRUG-000259"
"DRPR-000810"	"DRUG-010608"
"DRPR-000811"	"DRUG-013405"
"DRPR-000812"	"DRUG-009916"
"DRPR-000813"	"DRUG-009916"
"DRPR-000814"	"DRUG-009916"
"DRPR-000815"	"DRUG-009916"
"DRPR-000816"	"DRUG-009916"
"DRPR-000817"	"DRUG-010018"
"DRPR-000818"	"DRUG-008986"
"DRPR-000819"	"DRUG-012309"
"DRPR-000820"	"DRUG-011018"
"DRPR-000821"	"DRUG-011018"
"DRPR-000822"	"DRUG-011018"
"DRPR-000823"	"DRUG-011018"
"DRPR-000824"	"DRUG-011018"
"DRPR-000825"	"DRUG-010006"
"DRPR-000826"	"DRUG-010006"
"DRPR-000827"	"DRUG-010006"
"DRPR-000828"	"DRUG-010006"
"DRPR-000829"	"DRUG-010006"
"DRPR-000830"	"DRUG-010085"
"DRPR-000831"	"DRUG-009879"
"DRPR-000832"	"DRUG-000014"
"DRPR-000833"	"DRUG-008786"
"DRPR-000834"	"DRUG-000834"
"DRPR-000835"	"DRUG-006815"
"DRPR-000836"	"DRUG-010870"
"DRPR-000837"	"DRUG-010608"
"DRPR-000838"	"DRUG-010006"
"DRPR-000839"	"DRUG-010561"
"DRPR-000840"	"DRUG-003054"
"DRPR-000841"	"DRUG-000413"
"DRPR-000842"	"DRUG-005486"
"DRPR-000843"	"DRUG-009709"
"DRPR-000844"	"DRUG-000369"
"DRPR-000845"	"DRUG-011950"
"DRPR-000845"	"DRUG-018021"
"DRPR-000846"	"DRUG-011951"
"DRPR-000847"	"DRUG-005147"
"DRPR-000848"	"DRUG-010529"
"DRPR-000849"	"DRUG-011794"
"DRPR-000850"	
"DRPR-000851"	"DRUG-010309"
"DRPR-000851"	"DRUG-009999"
"DRPR-000852"	"DRUG-010309"
"DRPR-000852"	"DRUG-009366"
"DRPR-000852"	"DRUG-009999"
"DRPR-000853"	
"DRPR-000854"	"DRUG-001867"
"DRPR-000855"	"DRUG-006052"
"DRPR-000856"	"DRUG-010564"
"DRPR-000857"	"DRUG-009957"
"DRPR-000858"	"DRUG-000092"
"DRPR-000859"	"DRUG-012995"
"DRPR-000860"	"DRUG-000360"
"DRPR-000861"	
"DRPR-000862"	"DRUG-009057"
"DRPR-000863"	"DRUG-009912"
"DRPR-000864"	"DRUG-011796"
"DRPR-000865"	"DRUG-009583"
"DRPR-000866"	"DRUG-013098"
"DRPR-000867"	"DRUG-009330"
"DRPR-000868"	"DRUG-016203"
"DRPR-000869"	"DRUG-000450"
"DRPR-000870"	"DRUG-014876"
"DRPR-000871"	"DRUG-000024"
"DRPR-000872"	"DRUG-000340"
"DRPR-000873"	"DRUG-009886"
"DRPR-000874"	"DRUG-013324"
"DRPR-000875"	"DRUG-000366"
"DRPR-000876"	"DRUG-010019"
"DRPR-000877"	"DRUG-009332"
"DRPR-000878"	"DRUG-009332"
"DRPR-000879"	"DRUG-013445"
"DRPR-000880"	"DRUG-009332"
"DRPR-000881"	"DRUG-000101"
"DRPR-000882"	"DRUG-010130"
"DRPR-000883"	"DRUG-010130"
"DRPR-000884"	"DRUG-010130"
"DRPR-000885"	
"DRPR-000886"	
"DRPR-000887"	
"DRPR-000888"	"DRUG-005359"
"DRPR-000889"	"DRUG-004827"
"DRPR-000890"	"DRUG-011140"
"DRPR-000891"	"DRUG-009902"
"DRPR-000892"	"DRUG-016219"
"DRPR-000893"	"DRUG-009828"
"DRPR-000894"	"DRUG-015651"
"DRPR-000895"	"DRUG-000008"
"DRPR-000895"	"DRUG-009835"
"DRPR-000895"	"DRUG-009679"
"DRPR-000895"	"DRUG-009740"
"DRPR-000896"	"DRUG-018182"
"DRPR-000897"	"DRUG-002501"
"DRPR-000898"	"DRUG-000047"
"DRPR-000899"	"DRUG-017580"
"DRPR-000900"	"DRUG-010791"
"DRPR-000901"	"DRUG-010791"
"DRPR-000902"	"DRUG-009888"
"DRPR-000903"	"DRUG-015754"
"DRPR-000904"	"DRUG-014434"
"DRPR-000905"	"DRUG-009241"
"DRPR-000906"	"DRUG-010387"
"DRPR-000907"	"DRUG-009567"
"DRPR-000908"	"DRUG-013292"
"DRPR-000909"	"DRUG-009340"
"DRPR-000910"	"DRUG-009340"
"DRPR-000911"	"DRUG-000840"
"DRPR-000912"	"DRUG-017867"
"DRPR-000913"	"DRUG-010508"
"DRPR-000914"	"DRUG-012251"
"DRPR-000915"	
"DRPR-000916"	"DRUG-017763"
"DRPR-000917"	"DRUG-000210"
"DRPR-000918"	"DRUG-000210"
"DRPR-000919"	"DRUG-010132"
"DRPR-000920"	"DRUG-010132"
"DRPR-000921"	"DRUG-010132"
"DRPR-000922"	"DRUG-009889"
"DRPR-000923"	"DRUG-009339"
"DRPR-000924"	"DRUG-009339"
"DRPR-000925"	"DRUG-009022"
"DRPR-000926"	"DRUG-009022"
"DRPR-000927"	
"DRPR-000928"	"DRUG-000409"
"DRPR-000929"	"DRUG-011210"
"DRPR-000930"	"DRUG-011361"
"DRPR-000931"	"DRUG-010565"
"DRPR-000932"	"DRUG-000114"
"DRPR-000933"	"DRUG-011947"
"DRPR-000934"	"DRUG-010536"
"DRPR-000935"	"DRUG-016574"
"DRPR-000936"	"DRUG-000011"
"DRPR-000937"	"DRUG-000011"
"DRPR-000938"	"DRUG-016161"
"DRPR-000939"	"DRUG-012425"
"DRPR-000940"	"DRUG-012425"
"DRPR-000941"	"DRUG-012130"
"DRPR-000942"	"DRUG-011220"
"DRPR-000943"	"DRUG-011220"
"DRPR-000944"	"DRUG-011220"
"DRPR-000945"	"DRUG-010418"
"DRPR-000946"	"DRUG-000449"
"DRPR-000947"	"DRUG-013532"
"DRPR-000948"	"DRUG-009944"
"DRPR-000948"	"DRUG-009962"
"DRPR-000948"	"DRUG-009658"
"DRPR-000949"	"DRUG-011226"
"DRPR-000950"	"DRUG-000131"
"DRPR-000951"	"DRUG-000340"
"DRPR-000952"	"DRUG-000340"
"DRPR-000953"	"DRUG-000120"
"DRPR-000954"	"DRUG-000078"
"DRPR-000955"	"DRUG-000078"
"DRPR-000956"	"DRUG-000078"
"DRPR-000957"	"DRUG-000078"
"DRPR-000958"	"DRUG-000078"
"DRPR-000959"	"DRUG-000103"
"DRPR-000960"	"DRUG-008673"
"DRPR-000961"	"DRUG-000157"
"DRPR-000962"	"DRUG-013277"
"DRPR-000963"	"DRUG-000131"
"DRPR-000964"	"DRUG-011850"
"DRPR-000965"	"DRUG-009241"
"DRPR-000966"	
"DRPR-000967"	"DRUG-014873"
"DRPR-000968"	"DRUG-011247"
"DRPR-000969"	"DRUG-011247"
"DRPR-000970"	"DRUG-009893"
"DRPR-000971"	
"DRPR-000972"	"DRUG-001351"
"DRPR-000973"	"DRUG-001351"
"DRPR-000974"	"DRUG-000062"
"DRPR-000975"	"DRUG-014482"
"DRPR-000976"	"DRUG-010137"
"DRPR-000977"	
"DRPR-000978"	"DRUG-002179"
"DRPR-000979"	"DRUG-002179"
"DRPR-000980"	"DRUG-000385"
"DRPR-000981"	"DRUG-009936"
"DRPR-000982"	"DRUG-000343"
"DRPR-000983"	"DRUG-000343"
"DRPR-000984"	"DRUG-003647"
"DRPR-000985"	
"DRPR-000986"	"DRUG-016152"
"DRPR-000987"	"DRUG-010138"
"DRPR-000988"	"DRUG-018021"
"DRPR-000988"	"DRUG-013930"
"DRPR-000988"	"DRUG-009872"
"DRPR-000988"	"DRUG-003349"
"DRPR-000989"	"DRUG-010003"
"DRPR-000990"	"DRUG-002504"
"DRPR-000991"	"DRUG-013091"
"DRPR-000992"	"DRUG-000249"
"DRPR-000993"	"DRUG-000116"
"DRPR-000994"	"DRUG-007111"
"DRPR-000995"	"DRUG-016870"
"DRPR-000996"	"DRUG-000352"
"DRPR-000997"	"DRUG-008759"
"DRPR-000998"	"DRUG-010358"
"DRPR-000999"	"DRUG-000287"
"DRPR-001000"	"DRUG-009742"
"DRPR-001001"	
"DRPR-001002"	"DRUG-010141"
"DRPR-001003"	
"DRPR-001004"	"DRUG-009348"
"DRPR-001005"	"DRUG-000114"
"DRPR-001006"	
"DRPR-001007"	"DRUG-009351"
"DRPR-001008"	"DRUG-009349"
"DRPR-001009"	"DRUG-009351"
"DRPR-001010"	"DRUG-010449"
"DRPR-001011"	"DRUG-004129"
"DRPR-001011"	"DRUG-016271"
"DRPR-001012"	"DRUG-010307"
"DRPR-001013"	"DRUG-009944"
"DRPR-001013"	"DRUG-009570"
"DRPR-001013"	"DRUG-009658"
"DRPR-001013"	"DRUG-010025"
"DRPR-001014"	
"DRPR-001015"	
"DRPR-001016"	
"DRPR-001017"	"DRUG-015200"
"DRPR-001018"	"DRUG-000845"
"DRPR-001019"	"DRUG-000082"
"DRPR-001020"	"DRUG-000082"
"DRPR-001021"	"DRUG-000159"
"DRPR-001022"	
"DRPR-001023"	"DRUG-010141"
"DRPR-001024"	
"DRPR-001025"	"DRUG-010799"
"DRPR-001026"	"DRUG-000331"
"DRPR-001027"	"DRUG-009606"
"DRPR-001028"	"DRUG-000083"
"DRPR-001029"	"DRUG-009895"
"DRPR-001030"	"DRUG-001983"
"DRPR-001030"	"DRUG-000503"
"DRPR-001031"	
"DRPR-001032"	"DRUG-010328"
"DRPR-001033"	"DRUG-000049"
"DRPR-001034"	"DRUG-010602"
"DRPR-001035"	"DRUG-000063"
"DRPR-001036"	"DRUG-010179"
"DRPR-001037"	"DRUG-010179"
"DRPR-001038"	"DRUG-010179"
"DRPR-001039"	"DRUG-010179"
"DRPR-001040"	"DRUG-010179"
"DRPR-001041"	"DRUG-010179"
"DRPR-001042"	"DRUG-010179"
"DRPR-001043"	"DRUG-010179"
"DRPR-001044"	
"DRPR-001045"	"DRUG-009222"
"DRPR-001046"	"DRUG-000453"
"DRPR-001047"	"DRUG-000453"
"DRPR-001047"	"DRUG-016786"
"DRPR-001048"	"DRUG-000453"
"DRPR-001049"	"DRUG-003307"
"DRPR-001050"	"DRUG-003307"
"DRPR-001051"	"DRUG-010444"
"DRPR-001052"	"DRUG-015045"
"DRPR-001053"	"DRUG-010799"
"DRPR-001054"	
"DRPR-001055"	
"DRPR-001056"	
"DRPR-001057"	"DRUG-016152"
"DRPR-001058"	"DRUG-010799"
"DRPR-001059"	"DRUG-011337"
"DRPR-001060"	"DRUG-000170"
"DRPR-001061"	"DRUG-010408"
"DRPR-001061"	"DRUG-010576"
"DRPR-001062"	"DRUG-010575"
"DRPR-001063"	"DRUG-000347"
"DRPR-001064"	"DRUG-000008"
"DRPR-001064"	"DRUG-010576"
"DRPR-001065"	"DRUG-010027"
"DRPR-001066"	"DRUG-010029"
"DRPR-001067"	"DRUG-010577"
"DRPR-001068"	"DRUG-000085"
"DRPR-001069"	"DRUG-000085"
"DRPR-001070"	"DRUG-000085"
"DRPR-001071"	"DRUG-000085"
"DRPR-001072"	"DRUG-000085"
"DRPR-001073"	"DRUG-000085"
"DRPR-001074"	"DRUG-000085"
"DRPR-001075"	"DRUG-000085"
"DRPR-001076"	"DRUG-000085"
"DRPR-001077"	"DRUG-000085"
"DRPR-001078"	"DRUG-017817"
"DRPR-001079"	"DRUG-000086"
"DRPR-001080"	"DRUG-000086"
"DRPR-001081"	"DRUG-000157"
"DRPR-001082"	"DRUG-010278"
"DRPR-001083"	"DRUG-010799"
"DRPR-001084"	"DRUG-010576"
"DRPR-001085"	"DRUG-009366"
"DRPR-001085"	"DRUG-011948"
"DRPR-001086"	"DRUG-005145"
"DRPR-001087"	"DRUG-000395"
"DRPR-001088"	"DRUG-003346"
"DRPR-001089"	"DRUG-010188"
"DRPR-001090"	"DRUG-012443"
"DRPR-001091"	
"DRPR-001092"	"DRUG-000407"
"DRPR-001093"	"DRUG-000350"
"DRPR-001094"	"DRUG-000320"
"DRPR-001095"	"DRUG-009846"
"DRPR-001096"	"DRUG-010190"
"DRPR-001097"	"DRUG-010190"
"DRPR-001098"	"DRUG-009861"
"DRPR-001099"	"DRUG-012243"
"DRPR-001100"	"DRUG-015473"
"DRPR-001101"	"DRUG-011567"
"DRPR-001102"	"DRUG-003415"
"DRPR-001103"	"DRUG-009337"
"DRPR-001104"	"DRUG-000348"
"DRPR-001105"	
"DRPR-001106"	"DRUG-000316"
"DRPR-001107"	"DRUG-010578"
"DRPR-001108"	"DRUG-001705"
"DRPR-001109"	"DRUG-001223"
"DRPR-001110"	"DRUG-009285"
"DRPR-001111"	"DRUG-009285"
"DRPR-001112"	"DRUG-009309"
"DRPR-001113"	"DRUG-010006"
"DRPR-001114"	"DRUG-010231"
"DRPR-001115"	
"DRPR-001116"	"DRUG-003574"
"DRPR-001117"	"DRUG-010602"
"DRPR-001118"	"DRUG-009901"
"DRPR-001119"	"DRUG-014459"
"DRPR-001120"	"DRUG-000090"
"DRPR-001121"	"DRUG-000090"
"DRPR-001122"	"DRUG-000090"
"DRPR-001123"	"DRUG-015484"
"DRPR-001124"	
"DRPR-001125"	"DRUG-007641"
"DRPR-001126"	"DRUG-000343"
"DRPR-001127"	"DRUG-009180"
"DRPR-001127"	"DRUG-008751"
"DRPR-001127"	"DRUG-001534"
"DRPR-001128"	"DRUG-009180"
"DRPR-001128"	"DRUG-008751"
"DRPR-001129"	"DRUG-003591"
"DRPR-001130"	
"DRPR-001131"	"DRUG-000263"
"DRPR-001132"	"DRUG-005324"
"DRPR-001132"	"DRUG-005724"
"DRPR-001132"	"DRUG-005638"
"DRPR-001133"	"DRUG-010602"
"DRPR-001134"	
"DRPR-001135"	"DRUG-004502"
"DRPR-001135"	"DRUG-000308"
"DRPR-001136"	"DRUG-004413"
"DRPR-001137"	"DRUG-009875"
"DRPR-001138"	"DRUG-012750"
"DRPR-001139"	
"DRPR-001140"	
"DRPR-001141"	
"DRPR-001142"	"DRUG-008738"
"DRPR-001143"	"DRUG-008569"
"DRPR-001144"	"DRUG-010405"
"DRPR-001145"	"DRUG-010390"
"DRPR-001146"	"DRUG-011621"
"DRPR-001147"	"DRUG-011621"
"DRPR-001148"	"DRUG-011621"
"DRPR-001149"	"DRUG-011621"
"DRPR-001150"	"DRUG-009912"
"DRPR-001151"	"DRUG-017445"
"DRPR-001151"	"DRUG-000114"
"DRPR-001152"	"DRUG-017445"
"DRPR-001152"	"DRUG-000114"
"DRPR-001153"	"DRUG-017445"
"DRPR-001154"	"DRUG-010313"
"DRPR-001155"	"DRUG-000342"
"DRPR-001156"	"DRUG-012462"
"DRPR-001157"	"DRUG-009232"
"DRPR-001158"	"DRUG-010598"
"DRPR-001159"	"DRUG-010206"
"DRPR-001160"	"DRUG-010206"
"DRPR-001161"	
"DRPR-001162"	
"DRPR-001163"	"DRUG-009985"
"DRPR-001164"	"DRUG-000425"
"DRPR-001165"	"DRUG-005746"
"DRPR-001166"	"DRUG-010579"
"DRPR-001167"	"DRUG-010415"
"DRPR-001168"	"DRUG-000358"
"DRPR-001169"	"DRUG-007641"
"DRPR-001170"	
"DRPR-001171"	
"DRPR-001172"	"DRUG-000427"
"DRPR-001173"	"DRUG-000057"
"DRPR-001173"	"DRUG-013292"
"DRPR-001174"	"DRUG-000114"
"DRPR-001174"	"DRUG-012897"
"DRPR-001175"	"DRUG-000114"
"DRPR-001175"	"DRUG-012897"
"DRPR-001176"	"DRUG-012897"
"DRPR-001177"	"DRUG-004129"
"DRPR-001178"	"DRUG-001749"
"DRPR-001179"	"DRUG-000221"
"DRPR-001180"	"DRUG-001874"
"DRPR-001181"	"DRUG-001874"
"DRPR-001182"	"DRUG-016271"
"DRPR-001182"	"DRUG-000114"
"DRPR-001183"	"DRUG-016271"
"DRPR-001183"	"DRUG-000114"
"DRPR-001184"	"DRUG-007017"
"DRPR-001185"	
"DRPR-001186"	"DRUG-000280"
"DRPR-001187"	"DRUG-010582"
"DRPR-001188"	"DRUG-018099"
"DRPR-001189"	"DRUG-002741"
"DRPR-001189"	"DRUG-003026"
"DRPR-001190"	"DRUG-016274"
"DRPR-001191"	"DRUG-014321"
"DRPR-001192"	"DRUG-009944"
"DRPR-001193"	"DRUG-000454"
"DRPR-001194"	"DRUG-010993"
"DRPR-001195"	"DRUG-008666"
"DRPR-001195"	"DRUG-004267"
"DRPR-001196"	"DRUG-004711"
"DRPR-001197"	"DRUG-000453"
"DRPR-001198"	"DRUG-003119"
"DRPR-001199"	"DRUG-010447"
"DRPR-001200"	"DRUG-009712"
"DRPR-001201"	"DRUG-010834"
"DRPR-001202"	
"DRPR-001203"	"DRUG-014172"
"DRPR-001203"	"DRUG-000114"
"DRPR-001204"	"DRUG-010031"
"DRPR-001205"	"DRUG-010031"
"DRPR-001206"	"DRUG-010031"
"DRPR-001207"	"DRUG-000027"
"DRPR-001208"	"DRUG-000128"
"DRPR-001209"	"DRUG-009908"
"DRPR-001210"	"DRUG-009908"
"DRPR-001211"	"DRUG-005493"
"DRPR-001212"	"DRUG-015869"
"DRPR-001213"	"DRUG-010416"
"DRPR-001214"	"DRUG-000360"
"DRPR-001215"	"DRUG-001556"
"DRPR-001216"	"DRUG-010885"
"DRPR-001217"	"DRUG-003109"
"DRPR-001218"	"DRUG-000002"
"DRPR-001219"	"DRUG-000103"
"DRPR-001220"	"DRUG-000160"
"DRPR-001221"	"DRUG-005743"
"DRPR-001222"	"DRUG-009766"
"DRPR-001223"	
"DRPR-001224"	"DRUG-003019"
"DRPR-001225"	"DRUG-000366"
"DRPR-001225"	"DRUG-003019"
"DRPR-001226"	"DRUG-010610"
"DRPR-001227"	"DRUG-010606"
"DRPR-001228"	"DRUG-012975"
"DRPR-001229"	"DRUG-000038"
"DRPR-001230"	"DRUG-009944"
"DRPR-001231"	"DRUG-009944"
"DRPR-001232"	"DRUG-010589"
"DRPR-001233"	"DRUG-000114"
"DRPR-001233"	"DRUG-013642"
"DRPR-001234"	"DRUG-012125"
"DRPR-001234"	"DRUG-009570"
"DRPR-001235"	"DRUG-010988"
"DRPR-001236"	
"DRPR-001237"	"DRUG-000432"
"DRPR-001238"	"DRUG-010467"
"DRPR-001238"	"DRUG-011846"
"DRPR-001239"	"DRUG-003281"
"DRPR-001240"	"DRUG-018029"
"DRPR-001241"	"DRUG-014847"
"DRPR-001242"	"DRUG-015508"
"DRPR-001243"	"DRUG-009910"
"DRPR-001244"	"DRUG-010312"
"DRPR-001245"	"DRUG-000286"
"DRPR-001246"	"DRUG-001749"
"DRPR-001247"	"DRUG-009391"
"DRPR-001248"	"DRUG-009391"
"DRPR-001249"	"DRUG-009391"
"DRPR-001250"	
"DRPR-001251"	"DRUG-009265"
"DRPR-001251"	"DRUG-009944"
"DRPR-001251"	"DRUG-009658"
"DRPR-001251"	"DRUG-009967"
"DRPR-001252"	"DRUG-009265"
"DRPR-001252"	"DRUG-009944"
"DRPR-001252"	"DRUG-009658"
"DRPR-001252"	"DRUG-009967"
"DRPR-001253"	"DRUG-009265"
"DRPR-001253"	"DRUG-009944"
"DRPR-001253"	"DRUG-009658"
"DRPR-001253"	"DRUG-009967"
"DRPR-001254"	"DRUG-009758"
"DRPR-001255"	"DRUG-009758"
"DRPR-001256"	"DRUG-009758"
"DRPR-001257"	"DRUG-000097"
"DRPR-001258"	"DRUG-000097"
"DRPR-001259"	"DRUG-009758"
"DRPR-001260"	"DRUG-012150"
"DRPR-001261"	"DRUG-009304"
"DRPR-001262"	"DRUG-009304"
"DRPR-001263"	"DRUG-000098"
"DRPR-001264"	"DRUG-009903"
"DRPR-001265"	"DRUG-000388"
"DRPR-001266"	"DRUG-000078"
"DRPR-001267"	"DRUG-009831"
"DRPR-001268"	"DRUG-014523"
"DRPR-001269"	"DRUG-000364"
"DRPR-001270"	
"DRPR-001271"	"DRUG-010400"
"DRPR-001272"	"DRUG-010086"
"DRPR-001272"	"DRUG-009910"
"DRPR-001273"	"DRUG-012365"
"DRPR-001274"	"DRUG-012131"
"DRPR-001275"	"DRUG-000292"
"DRPR-001276"	"DRUG-000154"
"DRPR-001277"	"DRUG-000101"
"DRPR-001278"	
"DRPR-001279"	"DRUG-011335"
"DRPR-001280"	"DRUG-009908"
"DRPR-001281"	"DRUG-009908"
"DRPR-001282"	"DRUG-009908"
"DRPR-001283"	"DRUG-009908"
"DRPR-001284"	"DRUG-010608"
"DRPR-001285"	
"DRPR-001286"	"DRUG-010608"
"DRPR-001287"	"DRUG-000103"
"DRPR-001288"	"DRUG-010086"
"DRPR-001288"	"DRUG-009910"
"DRPR-001289"	"DRUG-010614"
"DRPR-001290"	"DRUG-010608"
"DRPR-001291"	"DRUG-010608"
